,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1048,2005-01-12,Oficina,Venta,Barcelona,73.0,672987.0,2005-04-21,Joaquín
1053,2005-01-14,Oficina,Alquiler,Barcelona,251.0,2138771.0,2005-05-15,Carmen
1054,2005-01-14,Local,Alquiler,Lleida,149.0,1250408.0,2005-10-30,Pedro
1055,2005-01-15,Suelo,Alquiler,Girona,45.0,300105.0,2005-06-02,Carmen
1058,2005-01-16,Oficina,Venta,Girona,133.0,573230.0,2005-09-20,Jesús
1062,2005-01-19,Oficina,Venta,Barcelona,213.0,1886541.0,2005-09-05,Jesús
1063,2005-01-19,Piso,Alquiler,Girona,80.0,607200.0,2005-11-20,Carmen
1064,2005-01-19,Industrial,Alquiler,Lleida,200.0,1502800.0,2005-10-14,Joaquín
1071,2005-01-22,Piso,Alquiler,Girona,132.0,592152.0,2005-04-23,Carmen
1072,2005-01-22,Oficina,Alquiler,Tarragona,246.0,2083866.0,2005-07-25,Luisa
1073,2005-01-22,Industrial,Alquiler,Lleida,293.0,2141830.0,2005-09-19,Joaquín
1074,2005-01-23,Parking,Alquiler,Barcelona,290.0,2275050.0,2005-09-20,Jesús
1076,2005-01-23,Local,Alquiler,Barcelona,212.0,1911604.0,2006-01-14,María
1077,2005-01-24,Oficina,Alquiler,Barcelona,254.0,1850644.0,2005-11-28,Carmen
1078,2005-01-24,Oficina,Venta,Girona,91.0,777686.0,2005-10-19,Luisa
1079,2005-01-24,Local,Alquiler,Lleida,287.0,2279354.0,2005-12-15,Joaquín
1080,2005-01-24,Piso,Alquiler,Barcelona,180.0,1128420.0,2005-10-13,Carmen
1081,2005-01-25,Oficina,Venta,Tarragona,173.0,1615128.0,2005-05-06,Carmen
1082,2005-01-25,Oficina,Alquiler,Tarragona,210.0,1332030.0,2006-01-02,Carmen
1083,2005-01-25,Parking,Alquiler,Girona,287.0,1370138.0,2005-05-03,Joaquín
1085,2005-01-25,Piso,Alquiler,Lleida,260.0,2546180.0,2005-05-23,Carmen
1086,2005-01-26,Parking,Alquiler,Tarragona,197.0,1199730.0,2006-01-13,Luisa
1087,2005-01-26,Industrial,Alquiler,Tarragona,144.0,760176.0,2005-10-20,Pedro
1089,2005-01-28,Local,Alquiler,Barcelona,253.0,1816793.0,2005-10-22,Pedro
1090,2005-01-28,Oficina,Venta,Tarragona,110.0,943800.0,2006-01-26,Jesús
1091,2005-01-29,Piso,Alquiler,Tarragona,299.0,2130375.0,2005-10-28,Carmen
1092,2005-01-31,Parking,Alquiler,Girona,222.0,2209344.0,2005-09-09,Carmen
1096,2005-02-01,Oficina,Venta,Tarragona,156.0,771108.0,2005-07-25,Luisa
1098,2005-02-02,Industrial,Alquiler,Girona,82.0,621314.0,2005-09-07,Luisa
1099,2005-02-02,Piso,Alquiler,Tarragona,243.0,1814238.0,2006-01-29,Jesús
1100,2005-02-02,Suelo,Alquiler,Lleida,73.0,468952.0,2005-06-11,Joaquín
1103,2005-02-03,Oficina,Venta,Lleida,114.0,786714.0,2005-09-04,Luisa
1104,2005-02-03,Parking,Alquiler,Tarragona,97.0,541648.0,2005-06-11,Carmen
1105,2005-02-04,Oficina,Venta,Girona,141.0,1279434.0,2005-09-26,Carmen
1106,2005-02-05,Suelo,Alquiler,Tarragona,105.0,650580.0,2005-05-26,Carmen
1107,2005-02-05,Industrial,Alquiler,Lleida,199.0,1009328.0,2005-12-04,Pedro
1108,2005-02-05,Parking,Alquiler,Tarragona,286.0,2064634.0,2005-05-26,Carmen
1110,2005-02-06,Parking,Alquiler,Barcelona,87.0,372447.0,2005-07-17,Jesús
1111,2005-02-06,Industrial,Alquiler,Barcelona,210.0,1602300.0,2005-06-26,Pedro
1114,2005-02-08,Piso,Alquiler,Lleida,179.0,963020.0,2005-11-06,Pedro
1116,2005-02-08,Casa,Alquiler,Girona,154.0,1037498.0,2005-09-20,Luisa
1117,2005-02-09,Parking,Alquiler,Lleida,293.0,2741308.0,2005-10-20,María
1118,2005-02-10,Local,Alquiler,Barcelona,286.0,1912482.0,2005-11-26,Pedro
1122,2005-02-11,Oficina,Venta,Girona,157.0,879357.0,2005-05-17,Joaquín
1124,2005-02-13,Casa,Alquiler,Tarragona,245.0,2287075.0,2006-01-31,Luisa
1126,2005-02-14,Piso,Alquiler,Tarragona,75.0,359775.0,2005-05-29,María
1128,2005-02-14,Oficina,Alquiler,Girona,119.0,899640.0,2005-12-12,Pedro
1129,2005-02-15,Casa,Alquiler,Barcelona,58.0,444338.0,2005-06-04,Carmen
1131,2005-02-15,Piso,Alquiler,Barcelona,92.0,900956.0,2005-06-14,Pedro
1132,2005-02-15,Oficina,Venta,Lleida,132.0,712404.0,2005-08-03,Carmen
1134,2005-02-16,Casa,Alquiler,Tarragona,58.0,349102.0,2005-10-22,Carmen
1142,2005-02-17,Suelo,Alquiler,Barcelona,254.0,1394206.0,2005-05-28,Carmen
1143,2005-02-17,Suelo,Alquiler,Barcelona,256.0,2176768.0,2006-02-13,Carmen
1144,2005-02-17,Piso,Alquiler,Tarragona,106.0,850226.0,2005-09-02,Joaquín
1145,2005-02-17,Oficina,Venta,Barcelona,198.0,1090782.0,2006-02-01,Joaquín
1146,2005-02-18,Industrial,Alquiler,Lleida,153.0,1519137.0,2005-06-20,Carmen
1147,2005-02-18,Oficina,Alquiler,Barcelona,233.0,984192.0,2006-01-28,Jesús
1148,2005-02-18,Oficina,Alquiler,Lleida,61.0,481656.0,2005-09-18,Carmen
1149,2005-02-18,Piso,Alquiler,Lleida,105.0,909090.0,2005-10-25,Jesús
1153,2005-02-20,Piso,Alquiler,Barcelona,292.0,2865688.0,2005-08-21,Carmen
1157,2005-02-20,Oficina,Venta,Barcelona,298.0,2436448.0,2005-08-13,Carmen
1162,2005-02-22,Industrial,Alquiler,Tarragona,81.0,523989.0,2005-10-13,Joaquín
1164,2005-02-23,Suelo,Alquiler,Lleida,214.0,1665134.0,2005-10-21,Pedro
1165,2005-02-23,Piso,Alquiler,Lleida,227.0,1820540.0,2005-10-12,Luisa
1168,2005-02-24,Casa,Alquiler,Tarragona,150.0,1051500.0,2006-02-17,Joaquín
1169,2005-02-24,Local,Alquiler,Tarragona,165.0,744480.0,2005-08-06,Jesús
1170,2005-02-24,Oficina,Venta,Tarragona,120.0,647280.0,2005-09-02,Jesús
1171,2005-02-24,Oficina,Venta,Girona,188.0,1697640.0,2005-08-04,Luisa
1174,2005-02-26,Local,Alquiler,Girona,62.0,484592.0,2005-10-09,María
1176,2005-02-27,Suelo,Alquiler,Lleida,77.0,711634.0,2005-11-10,Jesús
1179,2005-02-28,Oficina,Alquiler,Barcelona,70.0,354270.0,2005-11-18,Jesús
1180,2005-02-28,Casa,Alquiler,Barcelona,45.0,425790.0,2006-01-16,María
1182,2005-03-01,Parking,Alquiler,Girona,45.0,360540.0,2005-09-02,María
1183,2005-03-01,Oficina,Alquiler,Lleida,94.0,639952.0,2005-09-26,Luisa
1185,2005-03-03,Casa,Alquiler,Girona,151.0,756208.0,2006-02-13,Luisa
1186,2005-03-03,Industrial,Alquiler,Girona,50.0,442300.0,2005-06-30,María
1187,2005-03-03,Parking,Alquiler,Girona,93.0,375813.0,2005-07-12,Pedro
1188,2005-03-03,Piso,Alquiler,Barcelona,255.0,1471605.0,2005-10-11,Carmen
1191,2005-03-04,Casa,Alquiler,Girona,235.0,2055310.0,2006-01-03,Jesús
1192,2005-03-04,Casa,Alquiler,Barcelona,239.0,1320236.0,2005-08-03,Carmen
1193,2005-03-04,Casa,Alquiler,Tarragona,191.0,969707.0,2005-12-05,Pedro
1194,2005-03-04,Piso,Alquiler,Girona,92.0,743360.0,2005-08-11,Pedro
1198,2005-03-06,Oficina,Alquiler,Barcelona,42.0,235746.0,2005-07-25,Joaquín
1201,2005-03-07,Suelo,Alquiler,Tarragona,139.0,1100046.0,2005-08-28,María
1203,2005-03-07,Oficina,Venta,Barcelona,255.0,2151435.0,2005-08-26,Pedro
1206,2005-03-07,Oficina,Venta,Tarragona,250.0,1531000.0,2006-02-09,Joaquín
1207,2005-03-08,Suelo,Alquiler,Girona,236.0,1449512.0,2006-02-05,Joaquín
1208,2005-03-08,Piso,Alquiler,Girona,91.0,395850.0,2005-12-10,Carmen
1209,2005-03-09,Suelo,Alquiler,Lleida,247.0,1504477.0,2006-01-03,Jesús
1213,2005-03-10,Casa,Alquiler,Girona,145.0,655690.0,2005-06-08,María
1214,2005-03-10,Piso,Alquiler,Lleida,42.0,293370.0,2005-08-20,Pedro
1215,2005-03-10,Piso,Alquiler,Lleida,281.0,2688046.0,2005-10-24,Luisa
1220,2005-03-12,Local,Alquiler,Barcelona,269.0,2032295.0,2005-11-27,Joaquín
1221,2005-03-12,Piso,Alquiler,Tarragona,245.0,1377880.0,2005-07-10,Joaquín
1226,2005-03-14,Industrial,Alquiler,Girona,164.0,1526840.0,2005-10-20,María
1227,2005-03-14,Piso,Alquiler,Tarragona,188.0,996588.0,2005-06-20,Carmen
1228,2005-03-14,Suelo,Alquiler,Tarragona,79.0,451643.0,2006-01-15,María
1231,2005-03-16,Local,Alquiler,Barcelona,138.0,949578.0,2006-02-17,María
1235,2005-03-18,Oficina,Venta,Barcelona,116.0,841232.0,2006-01-18,María
1236,2005-03-19,Casa,Alquiler,Lleida,55.0,376090.0,2006-02-27,Joaquín
1239,2005-03-19,Industrial,Alquiler,Lleida,285.0,2562435.0,2005-06-20,Carmen
1240,2005-03-19,Local,Alquiler,Tarragona,88.0,630608.0,2005-12-17,Joaquín
1241,2005-03-20,Piso,Alquiler,Girona,100.0,484200.0,2005-09-30,Pedro
1242,2005-03-20,Industrial,Alquiler,Girona,52.0,269516.0,2005-08-21,Carmen
1243,2005-03-20,Oficina,Alquiler,Barcelona,274.0,1152718.0,2005-07-31,Pedro
1247,2005-03-22,Piso,Alquiler,Tarragona,182.0,851032.0,2006-01-02,Carmen
1248,2005-03-22,Parking,Alquiler,Barcelona,99.0,500148.0,2005-08-09,Joaquín
1250,2005-03-23,Local,Alquiler,Barcelona,150.0,730350.0,2005-06-28,Carmen
1251,2005-03-23,Oficina,Venta,Barcelona,126.0,867636.0,2005-11-02,Luisa
1252,2005-03-23,Industrial,Alquiler,Barcelona,71.0,459725.0,2006-01-26,Joaquín
1257,2005-03-25,Casa,Alquiler,Tarragona,241.0,1248862.0,2005-08-22,Jesús
1260,2005-03-26,Suelo,Alquiler,Tarragona,187.0,1194930.0,2006-02-08,Jesús
1261,2005-03-26,Industrial,Alquiler,Barcelona,68.0,525096.0,2005-08-27,Joaquín
1263,2005-03-28,Oficina,Alquiler,Tarragona,186.0,1843074.0,2005-10-04,Pedro
1264,2005-03-28,Suelo,Alquiler,Barcelona,67.0,627321.0,2005-07-12,Joaquín
1265,2005-03-28,Oficina,Venta,Tarragona,57.0,363261.0,2005-07-24,Joaquín
1267,2005-03-30,Industrial,Alquiler,Girona,167.0,1191044.0,2006-03-30,Joaquín
1269,2005-03-30,Casa,Alquiler,Barcelona,88.0,531784.0,2006-01-11,Joaquín
1271,2005-03-30,Suelo,Alquiler,Girona,216.0,1500984.0,2005-10-23,Joaquín
1274,2005-04-01,Piso,Alquiler,Tarragona,278.0,1754180.0,2005-12-03,Luisa
1275,2005-04-02,Industrial,Alquiler,Lleida,222.0,1617270.0,2005-12-04,Luisa
1276,2005-04-02,Industrial,Alquiler,Lleida,285.0,2232690.0,2006-01-29,María
1277,2005-04-02,Piso,Alquiler,Lleida,132.0,1040028.0,2005-11-17,María
1279,2005-04-03,Industrial,Alquiler,Lleida,285.0,1938000.0,2005-09-26,Joaquín
1282,2005-04-04,Local,Alquiler,Girona,179.0,812660.0,2005-10-31,Jesús
1283,2005-04-05,Suelo,Alquiler,Tarragona,75.0,400875.0,2005-08-26,Joaquín
1284,2005-04-05,Piso,Alquiler,Girona,72.0,682344.0,2005-08-26,Pedro
1285,2005-04-05,Parking,Alquiler,Girona,297.0,2872287.0,2005-09-16,Luisa
1287,2005-04-05,Casa,Alquiler,Tarragona,244.0,2413648.0,2006-01-06,María
1288,2005-04-05,Casa,Alquiler,Tarragona,259.0,1857807.0,2005-11-07,Luisa
1289,2005-04-05,Casa,Alquiler,Lleida,175.0,1560125.0,2005-07-21,Luisa
1291,2005-04-06,Industrial,Alquiler,Lleida,170.0,1566720.0,2005-09-02,Pedro
1294,2005-04-07,Oficina,Alquiler,Girona,214.0,899228.0,2005-12-24,Luisa
1295,2005-04-07,Oficina,Venta,Lleida,89.0,716272.0,2005-08-31,Carmen
1304,2005-04-14,Oficina,Venta,Tarragona,91.0,778141.0,2005-09-15,Jesús
1308,2005-04-15,Parking,Alquiler,Lleida,99.0,574200.0,2005-09-16,Pedro
1309,2005-04-15,Casa,Alquiler,Lleida,267.0,1517628.0,2006-02-14,Carmen
1310,2005-04-15,Casa,Alquiler,Girona,185.0,1059680.0,2005-07-14,Pedro
1311,2005-04-16,Oficina,Venta,Girona,180.0,1523880.0,2005-11-11,Jesús
1312,2005-04-16,Piso,Alquiler,Lleida,165.0,921195.0,2005-10-05,Luisa
1313,2005-04-17,Local,Alquiler,Tarragona,142.0,1205864.0,2006-02-05,Luisa
1314,2005-04-17,Parking,Alquiler,Lleida,116.0,1035416.0,2006-02-01,María
1315,2005-04-17,Piso,Alquiler,Barcelona,223.0,1795819.0,2005-08-30,Luisa
1316,2005-04-17,Oficina,Venta,Tarragona,93.0,375999.0,2006-01-12,Pedro
1317,2005-04-17,Casa,Alquiler,Tarragona,275.0,1543850.0,2005-12-21,María
1318,2005-04-18,Casa,Alquiler,Lleida,281.0,1727588.0,2006-04-07,Luisa
1319,2005-04-18,Piso,Alquiler,Girona,164.0,841484.0,2006-04-07,María
1320,2005-04-18,Local,Alquiler,Girona,271.0,2478566.0,2005-07-21,Pedro
1322,2005-04-19,Piso,Alquiler,Lleida,84.0,431760.0,2006-04-09,Carmen
1323,2005-04-19,Oficina,Venta,Girona,48.0,454416.0,2005-09-25,Pedro
1324,2005-04-19,Piso,Alquiler,Barcelona,73.0,563122.0,2005-10-25,Carmen
1325,2005-04-19,Industrial,Alquiler,Barcelona,152.0,651472.0,2005-09-13,Carmen
1327,2005-04-20,Parking,Alquiler,Barcelona,273.0,2306031.0,2005-09-25,Carmen
1328,2005-04-20,Oficina,Venta,Girona,182.0,1367366.0,2005-07-21,Carmen
1329,2005-04-20,Casa,Alquiler,Lleida,263.0,2094795.0,2006-02-12,Carmen
1331,2005-04-21,Parking,Alquiler,Tarragona,281.0,1619122.0,2005-09-26,Luisa
1333,2005-04-21,Suelo,Alquiler,Lleida,79.0,705628.0,2006-02-25,Luisa
1335,2005-04-22,Industrial,Alquiler,Tarragona,266.0,2583126.0,2005-12-02,Pedro
1336,2005-04-23,Local,Alquiler,Girona,69.0,493971.0,2005-09-05,María
1337,2005-04-24,Oficina,Venta,Girona,40.0,163920.0,2006-04-09,Carmen
1338,2005-04-24,Oficina,Alquiler,Tarragona,77.0,716793.0,2006-02-25,Pedro
1339,2005-04-24,Oficina,Venta,Tarragona,172.0,1033548.0,2006-01-01,Carmen
1342,2005-04-25,Suelo,Alquiler,Barcelona,269.0,2292149.0,2006-01-22,Carmen
1344,2005-04-25,Suelo,Alquiler,Lleida,51.0,370158.0,2006-04-21,Jesús
1345,2005-04-25,Local,Alquiler,Barcelona,50.0,333650.0,2005-12-16,Carmen
1349,2005-04-26,Suelo,Alquiler,Girona,98.0,425712.0,2006-03-23,Pedro
1352,2005-04-27,Industrial,Alquiler,Barcelona,269.0,1702501.0,2005-12-10,Luisa
1354,2005-04-28,Piso,Alquiler,Tarragona,158.0,886222.0,2006-04-24,Luisa
1361,2005-04-30,Oficina,Alquiler,Tarragona,172.0,1441188.0,2006-04-12,Luisa
1366,2005-05-02,Suelo,Alquiler,Girona,81.0,567486.0,2006-01-26,María
1367,2005-05-02,Oficina,Venta,Tarragona,45.0,183105.0,2005-12-06,Joaquín
1368,2005-05-02,Parking,Alquiler,Lleida,128.0,976384.0,2006-04-19,Joaquín
1369,2005-05-02,Oficina,Alquiler,Lleida,240.0,1270800.0,2006-04-25,Luisa
1370,2005-05-03,Casa,Alquiler,Barcelona,77.0,406252.0,2006-02-25,María
1377,2005-05-05,Oficina,Alquiler,Tarragona,186.0,1543428.0,2005-08-25,Pedro
1378,2005-05-06,Parking,Alquiler,Barcelona,119.0,1013523.0,2005-08-17,Joaquín
1380,2005-05-06,Suelo,Alquiler,Lleida,94.0,902212.0,2006-04-30,Jesús
1383,2005-05-07,Oficina,Alquiler,Lleida,101.0,634583.0,2006-04-21,María
1385,2005-05-08,Casa,Alquiler,Barcelona,245.0,1244600.0,2006-01-03,Luisa
1386,2005-05-08,Oficina,Alquiler,Lleida,141.0,843180.0,2005-12-25,Carmen
1389,2005-05-09,Oficina,Venta,Lleida,111.0,924741.0,2006-03-15,Carmen
1390,2005-05-09,Industrial,Alquiler,Girona,160.0,804640.0,2006-04-03,Carmen
1391,2005-05-09,Suelo,Alquiler,Girona,235.0,1046925.0,2005-12-05,Carmen
1392,2005-05-09,Oficina,Venta,Tarragona,44.0,305756.0,2005-11-02,Carmen
1395,2005-05-10,Industrial,Alquiler,Lleida,292.0,1177052.0,2006-04-30,Jesús
1396,2005-05-10,Local,Alquiler,Lleida,223.0,1623217.0,2005-08-12,Luisa
1397,2005-05-10,Oficina,Alquiler,Barcelona,107.0,899014.0,2006-04-09,María
1398,2005-05-11,Oficina,Venta,Girona,166.0,804768.0,2005-12-04,María
1402,2005-05-14,Suelo,Alquiler,Girona,254.0,2417572.0,2005-09-20,María
1406,2005-05-16,Oficina,Venta,Tarragona,233.0,1864000.0,2005-12-06,Luisa
1409,2005-05-18,Oficina,Venta,Tarragona,80.0,662000.0,2006-04-08,Carmen
1410,2005-05-18,Piso,Alquiler,Tarragona,119.0,999481.0,2005-09-08,María
1411,2005-05-18,Industrial,Alquiler,Girona,233.0,2120067.0,2006-02-24,Jesús
1412,2005-05-18,Oficina,Venta,Barcelona,159.0,742848.0,2005-10-12,Joaquín
1413,2005-05-21,Piso,Alquiler,Tarragona,209.0,1206766.0,2005-11-09,Joaquín
1414,2005-05-21,Suelo,Alquiler,Barcelona,179.0,896969.0,2005-09-14,Carmen
1415,2005-05-21,Casa,Alquiler,Barcelona,97.0,834394.0,2006-05-20,Jesús
1417,2005-05-21,Piso,Alquiler,Tarragona,87.0,520521.0,2005-09-15,Carmen
1418,2005-05-21,Industrial,Alquiler,Barcelona,244.0,1300276.0,2006-03-21,Joaquín
1419,2005-05-21,Oficina,Venta,Tarragona,169.0,1040871.0,2005-09-02,Pedro
1421,2005-05-22,Parking,Alquiler,Girona,282.0,1132230.0,2006-03-20,Pedro
1422,2005-05-23,Parking,Alquiler,Tarragona,280.0,1240400.0,2005-11-04,Jesús
1423,2005-05-23,Local,Alquiler,Barcelona,185.0,1583785.0,2005-09-17,Luisa
1425,2005-05-24,Casa,Alquiler,Tarragona,86.0,467410.0,2005-09-15,Jesús
1426,2005-05-24,Parking,Alquiler,Girona,223.0,2228439.0,2005-09-17,Carmen
1427,2005-05-24,Suelo,Alquiler,Tarragona,195.0,1539135.0,2005-10-02,Luisa
1428,2005-05-25,Local,Alquiler,Lleida,200.0,1046800.0,2006-03-03,María
1432,2005-05-26,Industrial,Alquiler,Tarragona,273.0,1610973.0,2006-03-21,Pedro
1434,2005-05-27,Casa,Alquiler,Girona,80.0,548000.0,2005-11-30,Joaquín
1440,2005-05-29,Industrial,Alquiler,Tarragona,249.0,2116251.0,2006-01-14,Carmen
1442,2005-05-29,Casa,Alquiler,Tarragona,73.0,672257.0,2006-02-15,Luisa
1443,2005-05-29,Piso,Alquiler,Lleida,204.0,958392.0,2006-01-21,Joaquín
1444,2005-05-29,Piso,Alquiler,Barcelona,137.0,585812.0,2006-01-26,Luisa
1446,2005-05-31,Oficina,Alquiler,Barcelona,96.0,567072.0,2005-10-30,Jesús
1447,2005-05-31,Oficina,Alquiler,Lleida,188.0,1579012.0,2006-04-14,María
1448,2005-06-01,Piso,Alquiler,Girona,85.0,706690.0,2006-01-03,Joaquín
1449,2005-06-01,Suelo,Alquiler,Barcelona,69.0,499698.0,2005-08-31,Pedro
1452,2005-06-04,Suelo,Alquiler,Lleida,258.0,1687836.0,2006-03-25,María
1453,2005-06-04,Piso,Alquiler,Tarragona,193.0,1605374.0,2006-01-13,Joaquín
1455,2005-06-05,Oficina,Venta,Tarragona,223.0,2190752.0,2006-04-24,Joaquín
1456,2005-06-05,Oficina,Venta,Lleida,93.0,496806.0,2006-03-17,Joaquín
1459,2005-06-06,Oficina,Alquiler,Girona,228.0,1039452.0,2006-01-11,Carmen
1462,2005-06-07,Parking,Alquiler,Tarragona,177.0,1591584.0,2005-10-30,Joaquín
1464,2005-06-08,Piso,Alquiler,Tarragona,61.0,525454.0,2006-04-10,Luisa
1467,2005-06-09,Oficina,Alquiler,Tarragona,131.0,1297686.0,2006-05-01,Carmen
1468,2005-06-09,Suelo,Alquiler,Lleida,54.0,419256.0,2006-03-08,Pedro
1469,2005-06-09,Industrial,Alquiler,Tarragona,274.0,2690954.0,2006-05-17,Joaquín
1470,2005-06-09,Casa,Alquiler,Tarragona,67.0,485013.0,2005-11-27,Joaquín
1471,2005-06-10,Parking,Alquiler,Lleida,141.0,1250952.0,2006-02-26,Luisa
1473,2005-06-11,Casa,Alquiler,Tarragona,269.0,2549313.0,2006-02-20,Carmen
1474,2005-06-11,Casa,Alquiler,Tarragona,53.0,216187.0,2006-04-18,Jesús
1475,2005-06-11,Parking,Alquiler,Lleida,248.0,2172232.0,2005-09-20,Pedro
1476,2005-06-12,Parking,Alquiler,Girona,73.0,364270.0,2006-02-02,María
1477,2005-06-12,Casa,Alquiler,Tarragona,229.0,1504301.0,2006-04-08,Joaquín
1479,2005-06-13,Oficina,Venta,Barcelona,124.0,1053628.0,2006-04-13,María
1480,2005-06-13,Local,Alquiler,Tarragona,261.0,1344933.0,2005-09-24,Pedro
1481,2005-06-13,Suelo,Alquiler,Barcelona,157.0,868367.0,2006-06-03,Jesús
1482,2005-06-13,Oficina,Venta,Barcelona,64.0,368384.0,2005-09-15,Jesús
1483,2005-06-13,Parking,Alquiler,Barcelona,282.0,2677590.0,2006-04-08,Luisa
1484,2005-06-14,Oficina,Venta,Barcelona,151.0,1484028.0,2006-03-24,Jesús
1485,2005-06-15,Local,Alquiler,Girona,167.0,1121906.0,2005-11-12,Carmen
1487,2005-06-15,Suelo,Alquiler,Barcelona,106.0,704476.0,2006-02-07,Joaquín
1490,2005-06-16,Oficina,Alquiler,Girona,138.0,1241034.0,2006-06-05,Carmen
1491,2005-06-16,Piso,Alquiler,Tarragona,165.0,1405305.0,2006-02-01,Carmen
1492,2005-06-16,Industrial,Alquiler,Tarragona,250.0,1001750.0,2005-11-23,Joaquín
1493,2005-06-17,Suelo,Alquiler,Tarragona,201.0,1471320.0,2006-03-11,Carmen
1497,2005-06-18,Casa,Alquiler,Girona,55.0,256630.0,2005-10-23,María
1498,2005-06-19,Industrial,Alquiler,Barcelona,175.0,1084300.0,2005-10-10,Luisa
1502,2005-06-21,Industrial,Alquiler,Lleida,157.0,977011.0,2006-03-03,Carmen
1505,2005-06-22,Suelo,Alquiler,Girona,256.0,2512640.0,2006-03-16,Jesús
1511,2005-06-23,Casa,Alquiler,Girona,261.0,2419209.0,2006-05-25,María
1513,2005-06-24,Suelo,Alquiler,Girona,110.0,781000.0,2006-02-25,María
1514,2005-06-26,Piso,Alquiler,Lleida,200.0,1689000.0,2005-09-30,Luisa
1516,2005-06-28,Suelo,Alquiler,Girona,139.0,1217501.0,2005-11-20,Joaquín
1517,2005-06-28,Local,Alquiler,Girona,151.0,1456999.0,2005-10-01,Carmen
1520,2005-06-29,Casa,Alquiler,Barcelona,53.0,399143.0,2005-11-08,Jesús
1523,2005-06-29,Piso,Alquiler,Tarragona,134.0,880380.0,2005-12-11,María
1525,2005-06-30,Oficina,Venta,Girona,68.0,586908.0,2006-05-28,Luisa
1527,2005-06-30,Oficina,Alquiler,Girona,204.0,1132608.0,2005-11-12,María
1528,2005-06-30,Oficina,Alquiler,Girona,185.0,1257075.0,2006-06-06,María
1529,2005-06-30,Piso,Alquiler,Tarragona,69.0,480240.0,2006-06-07,Jesús
1531,2005-07-01,Piso,Alquiler,Girona,260.0,1542580.0,2006-05-03,Luisa
1532,2005-07-01,Local,Alquiler,Girona,71.0,540452.0,2006-01-24,Jesús
1533,2005-07-02,Local,Alquiler,Barcelona,217.0,1742293.0,2006-04-13,Pedro
1537,2005-07-04,Industrial,Alquiler,Girona,161.0,1405852.0,2006-05-14,Pedro
1538,2005-07-04,Oficina,Venta,Tarragona,103.0,850368.0,2005-10-30,Carmen
1539,2005-07-05,Suelo,Alquiler,Tarragona,227.0,2223919.0,2005-11-19,Joaquín
1542,2005-07-06,Oficina,Venta,Girona,53.0,381494.0,2005-12-27,Luisa
1544,2005-07-06,Oficina,Venta,Lleida,88.0,866008.0,2006-06-23,Pedro
1545,2005-07-07,Piso,Alquiler,Girona,135.0,1294110.0,2006-03-08,Jesús
1547,2005-07-08,Casa,Alquiler,Barcelona,45.0,330885.0,2006-04-16,Jesús
1548,2005-07-08,Oficina,Alquiler,Tarragona,59.0,519259.0,2005-10-30,María
1549,2005-07-09,Piso,Alquiler,Barcelona,176.0,804144.0,2005-11-24,María
1550,2005-07-09,Suelo,Alquiler,Girona,167.0,944385.0,2006-02-15,Carmen
1552,2005-07-11,Piso,Alquiler,Barcelona,130.0,859040.0,2005-11-06,Joaquín
1554,2005-07-12,Suelo,Alquiler,Barcelona,132.0,708840.0,2005-11-03,Luisa
1555,2005-07-12,Piso,Alquiler,Tarragona,183.0,1388238.0,2006-06-13,Joaquín
1557,2005-07-13,Suelo,Alquiler,Tarragona,163.0,830648.0,2005-10-30,Joaquín
1558,2005-07-13,Piso,Alquiler,Girona,138.0,824688.0,2006-05-16,Joaquín
1559,2005-07-14,Casa,Alquiler,Girona,177.0,1074921.0,2005-10-25,Luisa
1560,2005-07-15,Casa,Alquiler,Barcelona,291.0,1823406.0,2006-05-02,Pedro
1565,2005-07-16,Piso,Alquiler,Lleida,140.0,706440.0,2006-06-02,Pedro
1566,2005-07-16,Oficina,Alquiler,Tarragona,296.0,2057496.0,2005-11-13,Jesús
1567,2005-07-17,Piso,Alquiler,Lleida,210.0,2005080.0,2006-04-25,Pedro
1568,2005-07-17,Oficina,Alquiler,Tarragona,273.0,2202837.0,2006-06-27,María
1569,2005-07-17,Parking,Alquiler,Barcelona,67.0,347931.0,2006-04-28,Pedro
1571,2005-07-18,Local,Alquiler,Barcelona,300.0,1716300.0,2006-04-21,María
1573,2005-07-18,Piso,Alquiler,Barcelona,203.0,1699719.0,2006-01-10,Jesús
1575,2005-07-20,Piso,Alquiler,Lleida,298.0,2207286.0,2006-07-09,Pedro
1576,2005-07-20,Piso,Alquiler,Tarragona,288.0,1186560.0,2005-11-05,Luisa
1580,2005-07-21,Suelo,Alquiler,Tarragona,233.0,2224917.0,2005-10-27,Jesús
1581,2005-07-21,Parking,Alquiler,Lleida,297.0,2463021.0,2006-03-13,María
1582,2005-07-22,Suelo,Alquiler,Girona,300.0,1832100.0,2006-05-02,Carmen
1587,2005-07-23,Local,Alquiler,Girona,245.0,2170945.0,2006-05-14,Jesús
1592,2005-07-24,Casa,Alquiler,Tarragona,77.0,562947.0,2005-10-25,Luisa
1595,2005-07-25,Suelo,Alquiler,Barcelona,264.0,2133120.0,2006-01-26,María
1597,2005-07-26,Industrial,Alquiler,Girona,167.0,1606206.0,2005-12-11,Joaquín
1598,2005-07-26,Suelo,Alquiler,Girona,245.0,1311730.0,2006-01-06,Pedro
